Step,AvgWaitingTime,AvgTimeLoss,Throughput
0,0.0,0.0,0
1,0.0,0.8861005881943217,0
2,0.0,1.597364250147476,0
3,0.0,2.173104633149917,0
4,0.0,2.590872501702005,0
5,0.0,2.7936499475359144,0
6,0.0,2.8651077607736894,0
7,0.0,2.935423490580291,0
8,0.0,3.0386533459738705,0
9,0.0,3.2058335492790713,0
10,0.0,3.6800005200497043,0
11,0.0,2.2681405869433786,0
12,0.0,3.136722783674055,0
13,0.0,3.8327370270037875,0
14,0.0,4.305214616799239,0
15,0.0,4.6121011568737185,0
16,0.0,4.810467826806207,0
17,0.0,4.883515617385731,0
18,0.0,4.962108225511718,0
19,0.0,5.034901576224131,0
20,0.0,5.061920323408072,0
21,0.0,2.5517251823874423,0
22,0.0,1.769042678143837,0
23,0.0,1.4675658955771989,0
24,0.0,1.758525562439635,0
25,0.0,2.021500894571179,0
26,0.0,2.2719787984737905,0
27,0.0,2.516056673455359,0
28,0.0,2.797698359536591,0
29,0.0,3.2290495223832245,0
30,0.125,3.8342607102862902,0
31,0.3333333333333333,4.02876700064713,0
32,0.6666666666666666,4.787896706812038,0
33,1.2222222222222223,5.5438046446038065,0
34,0.7,5.618766399921752,0
35,0.4,6.272209954624717,0
36,0.0,6.812053373422046,0
37,0.0,6.644699836484634,0
38,0.0,7.102420022605975,0
39,0.0,7.450516055924246,0
40,0.0,7.120887598471381,0
41,0.0,6.8450680724161135,0
42,0.07692307692307693,7.158977999148893,0
43,0.21428571428571427,6.933399917201805,0
44,0.3333333333333333,6.76636024667823,0
45,0.4666666666666667,7.0901862737664185,0
46,0.6,7.410431294992342,0
47,0.6875,7.256188794171968,0
48,0.8125,7.621162534416795,0
49,0.9375,7.9843626241705605,0
50,1.0588235294117647,7.861556029628899,0
51,0.1111111111111111,7.787736459367074,0
52,0.16666666666666666,8.16454760142156,0
53,0.21052631578947367,8.05808071011161,0
54,0.25,8.006500258522141,0
55,0.3,8.328910588920483,0
56,0.35,8.087992768698655,1
57,0.4,7.941001018539977,1
58,0.47368421052631576,8.139590930120487,1
59,0.5263157894736842,8.469956707909935,0
60,0.6,8.349713992725038,0
61,0.6666666666666666,8.263744800393317,0
62,0.7619047619047619,8.584992613372808,0
63,0.8571428571428571,8.400355176511702,1
64,0.22727272727272727,8.301358160765831,0
65,0.0,8.626641379156718,0
66,0.0,8.895439276215006,0
67,0.043478260869565216,8.741476984501679,0
68,0.08695652173913043,9.011682414280333,0
69,0.13043478260869565,9.293581116497444,0
70,0.20833333333333334,9.16891631789904,0
71,0.32,9.10416342433968,0
72,0.48,9.423147857535653,0
73,0.64,8.726461645920736,1
74,0.7692307692307693,8.737907897339646,0
75,0.9259259259259259,8.812927075541253,0
76,1.1111111111111112,9.260700161890083,0
77,1.1153846153846154,8.193585426581034,2
78,1.3076923076923077,8.702761549562698,0
79,1.4615384615384615,9.190591326991704,0
80,1.5925925925925926,9.271705833989017,0
81,1.75,9.34341930664563,0
82,1.9642857142857142,9.743052197807497,0
83,2.103448275862069,9.760242312332705,0
84,2.2333333333333334,9.789345179461309,0
85,1.9,10.148642583151245,0
86,1.5666666666666667,10.472120420837435,0
87,1.2258064516129032,10.42790336400384,0
88,0.967741935483871,10.710016874480418,0
89,0.7419354838709677,10.980504492679236,0
90,0.78125,10.876146367497023,0
91,0.7575757575757576,10.785817181796775,0
92,0.7647058823529411,10.688731380240208,0
93,0.75,10.287364522595228,0
94,0.7567567567567568,10.244758223969054,0
95,0.7894736842105263,10.214955281067414,0
96,0.8205128205128205,10.221135250529514,0
97,0.8717948717948718,10.533814505598603,0
98,0.9487179487179487,10.889574756037367,0
99,1.0512820512820513,11.268662410456146,0
100,1.2307692307692308,11.68118750916813,0
101,1.425,11.827126611361642,0
102,1.675,12.316675942217694,0
103,1.875,12.812266864311828,0
104,2.024390243902439,12.995990685423976,0
105,2.292682926829268,13.526392758075472,0
106,2.6097560975609757,14.071919105064703,0
107,2.9285714285714284,14.268612903453015,0
108,3.3333333333333335,14.82998482624519,0
109,3.738095238095238,15.395858859237498,0
110,3.046511627906977,15.596994140102522,0
111,3.3636363636363638,15.818594798938788,0
112,3.2045454545454546,16.432678842643277,0
113,3.111111111111111,16.660459744708472,0
114,3.0869565217391304,16.89919781788883,0
115,2.6956521739130435,17.485479010658295,0
116,2.723404255319149,17.640892819393386,0
117,2.8541666666666665,17.79029078693784,0
118,3.1041666666666665,18.339096729258113,0
119,3.1041666666666665,18.881248017499775,0
120,3.0408163265306123,19.015167451196373,0
121,3.08,19.159612385745337,0
122,2.607843137254902,19.269324092607565,0
123,2.5849056603773586,18.985339252087673,0
124,2.740740740740741,19.084597782774885,0
125,2.890909090909091,19.161925463321413,0
126,3.0535714285714284,19.206380291835668,0
127,3.267857142857143,19.579590233207586,0
128,3.517857142857143,19.949178540744217,0
129,3.7857142857142856,20.317857398984586,0
130,4.0,20.68478496443586,0
131,4.192982456140351,20.675040658138226,0
132,4.473684210526316,21.04134716544464,0
133,4.754385964912281,21.407277513622006,0
134,4.9655172413793105,21.407351724967274,0
135,5.258620689655173,21.80614603090437,0
136,4.827586206896552,22.2056102130519,0
137,4.322033898305085,22.228682756333573,0
138,3.8983050847457625,22.631825266922895,0
139,3.457627118644068,23.05524146071042,0
140,2.9833333333333334,23.07717340275071,0
141,3.0,22.385804885810508,0
142,3.0303030303030303,21.750285188403932,0
143,2.328358208955224,21.814712210989537,0
144,1.8059701492537314,22.2208018719327,0
145,1.328358208955224,22.61467242916097,0
146,0.8656716417910447,23.040791605863035,0
147,0.373134328358209,23.47317580141149,0
148,0.3582089552238806,23.90265288842607,0
149,0.47761194029850745,24.33273384929343,0
150,0.6567164179104478,24.76388438537392,0
151,0.8235294117647058,24.809190536334494,0
152,0.8115942028985508,24.860295205413166,0
153,0.7714285714285715,24.898818158047135,0
154,0.8309859154929577,24.93744430316337,0
155,0.9166666666666666,24.979064559880268,0
156,1.0704225352112675,25.134823206311506,1
157,1.2285714285714286,25.239962014307988,1
158,1.4285714285714286,25.658710159265695,0
159,1.710144927536232,25.776411624697054,1
160,2.0,26.22179467843507,0
161,2.2714285714285714,26.314974303300854,0
162,2.716417910447761,25.822093795507175,3
163,2.791044776119403,26.36607623389031,0
164,2.8676470588235294,26.523733420559644,0
165,3.0294117647058822,27.090215542679243,0
166,3.2686567164179103,27.66195716092692,1
167,3.0441176470588234,27.818351789311027,0
168,2.7941176470588234,28.39340055987605,0
169,2.9846153846153847,30.231617370307212,3
170,3.3125,30.78386581498202,2
171,3.40625,31.300152777859743,1
172,3.6666666666666665,31.796028760978547,1
173,3.142857142857143,32.2756375044923,1
174,2.75,32.23862906550476,0
175,3.0634920634920637,32.7506343023286,1
176,3.3492063492063493,32.60216800397091,1
177,3.578125,32.58342509151242,0
178,3.53125,33.08707893467667,0
179,3.2857142857142856,33.54863824017458,1
180,3.078125,33.51121681120849,0
181,3.015873015873016,33.73303995197712,2
182,3.0,34.03015041360086,1
183,2.967741935483871,33.671536108486166,1
184,2.9523809523809526,33.649662395025885,0
185,3.0476190476190474,34.174255274966626,0
186,3.142857142857143,34.66195993675854,0
187,3.203125,34.574284815376146,0
188,3.453125,35.03476402340344,0
189,3.7936507936507935,35.35610072599954,1
190,4.095238095238095,35.798101582037454,0
191,4.412698412698413,35.42677504387047,1
192,4.838709677419355,35.764696032411976,1
193,4.338709677419355,36.23403358711684,0
194,3.9193548387096775,36.050868653834705,1
195,3.5483870967741935,36.556486530318196,0
196,3.2096774193548385,37.04956137468898,0
197,2.8870967741935485,36.93533607547819,1
198,2.6451612903225805,37.4327402083443,0
199,2.9516129032258065,37.912312381703394,0
200,2.746031746031746,37.78850923852175,0
201,2.59375,37.65437112823415,0
202,2.609375,38.12307686530268,0
203,2.6,37.99586001533527,0
204,2.590909090909091,37.874517422728225,0
205,2.8484848484848486,38.33777079057915,0
206,3.0757575757575757,38.78627285859027,0
207,3.283582089552239,38.638321371078426,0
208,3.537313432835821,39.08204852746893,0
209,3.4029850746268657,39.50460676719523,0
210,2.9705882352941178,39.34221524244736,0
211,2.7761194029850746,38.89867546238865,1
212,2.6470588235294117,38.74367235995508,0
213,2.5652173913043477,38.59363912638884,0
214,2.260869565217391,39.00717779208149,0
215,1.4857142857142858,38.84301098034328,0
216,1.6056338028169015,38.68043369433836,0
217,1.7746478873239437,39.06416396089421,0
218,1.9305555555555556,38.888572325361984,0
219,2.183098591549296,39.29884277484329,1
220,2.323943661971831,39.66667397881978,0
221,2.486111111111111,39.46227019441943,0
222,2.2054794520547945,39.258801362439826,0
223,1.662162162162162,39.05739986103215,0
224,1.8,38.854338427091086,0
225,1.9864864864864864,38.67923235509093,2
226,2.1333333333333333,38.517617269831895,0
227,2.3513513513513513,38.81381711468541,1
228,2.533333333333333,38.700960013073264,0
229,2.8493150684931505,39.143250777104775,2
230,3.136986301369863,39.605555509628196,0
231,3.4054054054054053,39.55339229496431,0
232,3.328767123287671,39.560632773172166,2
233,3.3333333333333335,39.967898301268946,1
234,3.3333333333333335,40.12695127525737,1
235,3.0684931506849313,40.11634039103409,0
236,2.7945205479452055,40.65293214536536,0
237,2.4864864864864864,40.60820514172036,0
238,2.28,40.56410269367484,0
239,2.12,41.0571492012794,0
240,2.013333333333333,41.53358294102941,0
241,1.9605263157894737,41.42000706763844,0
242,1.896103896103896,41.29596691055333,0
243,1.8831168831168832,41.713734634402655,0
244,1.9615384615384615,41.58648511428521,0
245,2.168831168831169,41.46813401417657,1
246,2.3766233766233764,41.91242530279962,0
247,2.6103896103896105,42.36459824208761,0
248,2.8701298701298703,42.81395806559343,0
249,2.3896103896103895,43.248514672312304,0
250,2.4415584415584415,43.6851692409047,0
251,2.7142857142857144,44.12743026945049,0
252,2.8684210526315788,43.95751978107588,2
253,3.013157894736842,44.43947299162309,0
254,3.2666666666666666,45.385375289848845,1
255,3.527027027027027,45.47666272858157,1
256,3.7837837837837838,45.969926117721286,0
257,3.8783783783783785,46.461577813238954,0
258,4.041095890410959,46.70817943219853,1
259,4.136986301369863,47.199410907349346,0
260,3.3835616438356166,47.67674082360631,0
261,3.5616438356164384,48.144201469995345,0
262,2.7945205479452055,46.73000736250512,2
263,2.5675675675675675,46.55650972202156,0
264,2.6216216216216215,47.02296086257167,0
265,2.6578947368421053,46.22792688832417,0
266,2.8133333333333335,46.49999694667818,1
267,2.9466666666666668,46.99476502046997,0
268,3.1842105263157894,46.025366295512235,1
269,3.52,45.78232042973046,1
270,3.8513513513513513,45.35414405224142,1
271,4.105263157894737,44.69644118311397,0
272,4.358974358974359,44.09803043527815,0
273,4.6125,43.550849968353916,0
274,4.2560975609756095,43.04266679761633,0
275,3.3902439024390243,43.613008146270396,0
276,2.8536585365853657,44.162665302455,0
277,2.289156626506024,44.1520577287502,0
278,1.8048780487804879,44.059940771351414,1
279,1.4146341463414633,44.54497193410658,0
280,0.7926829268292683,45.00505792117556,0
281,0.7926829268292683,45.41610784056136,0
282,0.6626506024096386,45.24696748261626,0
283,0.23809523809523808,45.05247353356724,0
284,0.21176470588235294,44.825638323121666,0
285,0.26744186046511625,44.45658853558328,1
286,0.3218390804597701,44.213251813563936,0
287,0.39080459770114945,44.483665135476976,0
288,0.45454545454545453,44.10795877381697,1
289,0.5454545454545454,44.42137367855642,0
290,0.6818181818181818,44.76190669779984,0
291,0.8295454545454546,45.13060437787357,0
292,1.0,45.44911964793434,1
293,1.2298850574712643,46.27850755211986,1
294,1.4942528735632183,46.789179068168814,0
295,1.7701149425287357,47.22355667109332,1
296,1.930232558139535,48.306832593884295,1
297,2.0,49.43703153390656,1
298,2.104651162790698,49.475930171062195,0
299,2.2674418604651163,50.134141882035784,0
300,2.3488372093023258,50.790257265552015,0
301,2.528735632183908,50.839707971611595,0
302,2.6363636363636362,50.88865854039775,0
303,2.831460674157303,50.91178701605547,0
304,3.0786516853932584,50.20535770687063,2
305,2.8202247191011236,50.79425810417196,0
306,2.606741573033708,51.07417356555759,1
307,2.965909090909091,50.96297701927736,1
308,3.303370786516854,50.94915142724075,0
309,3.393258426966292,50.85056967855474,1
310,3.662921348314607,51.409571819717314,0
311,3.955056179775281,51.97751640540998,0
312,4.066666666666666,51.95279321152506,0
313,4.224719101123595,51.900160045372786,1
314,4.033707865168539,52.42121482051875,0
315,3.9,52.32585097713785,0
316,3.922222222222222,52.81746317227249,0
317,4.088888888888889,53.26901652222453,0
318,3.4835164835164836,53.09591567317696,0
319,3.131868131868132,53.493102581118585,0
320,2.8,53.33499693698021,1
321,2.4065934065934065,53.08660249859637,0
322,2.0549450549450547,53.41589768549064,0
323,1.8888888888888888,52.547275956836764,1
324,1.945054945054945,52.27183643512816,0
325,2.032967032967033,52.57963238127448,0
326,2.1555555555555554,51.65512348197806,1
327,2.2555555555555555,51.96073882084855,0
328,2.3555555555555556,52.27063409977468,0
329,2.4395604395604398,52.023820091024334,0
330,2.6,52.592563103852484,1
331,2.1666666666666665,52.94586081650569,0
332,2.1630434782608696,52.161361369228615,0
333,2.202127659574468,51.42902306875669,0
334,1.9263157894736842,51.2804802269329,0
335,1.9381443298969072,50.617992728370275,0
336,1.9696969696969697,49.98394592335129,0
337,2.1122448979591835,50.86751089947423,1
338,2.2268041237113403,51.01915570164983,2
339,2.185567010309278,51.469607322343144,0
340,2.247422680412371,51.93118754712816,0
341,2.3469387755102042,51.862811940589644,0
342,2.111111111111111,51.111946876127,1
343,2.202020202020202,51.57469704228033,0
